,Date,User,Tweet,Likes,Retweets,Replies
99,2022-02-24 15:13:05+00:00,michaelpage_es,"Hace unos días, nuestras compañeras Inés Bdiri y Alba Calvo estuvieron en la Aceleradora de Talento digital @TheBridge_Tech para contar a sus alumnos las ""best practices"" en la búsqueda de empleo y ¡fue un éxito! 👏

¡Gracias a todos los asistentes!🙌 https://t.co/JLvRI7z6Ti",0,0,0
100,2022-02-22 15:12:12+00:00,TheBridge_Tech,"Si veis estos carteles por Sevilla, SÍ, SOMOS NOSOTROS! Aterrizamos en marzo con los #bootcamps en #DataScience y #DesarrolloWebFullStack ¡Pide información sin compromiso! En colaboración con @ENCamaraSevilla y @camaradesevilla 👍 https://t.co/V8mmlFAlEc https://t.co/JUOBlK4F7V",2,2,0
101,2022-02-22 07:20:00+00:00,FUniversia,"📢¡Última semana!
Aún puedes solicitar una de las becas que otorgamos junto a @IndraCompany para la realización de un #bootcamp de Desarrollo Web Full-stack en @TheBridge_Tech 💻

💻10 #becas dirigidas a personas con #discapacidad con formaciones #STEM 📲 https://t.co/ubL3Gyg3Gl https://t.co/yHUvz4zCXG",6,1,0
102,2022-02-21 10:43:12+00:00,TheBridge_Tech,"¡Nuevos eventos para febrero y marzo! Talleres sobre #IA, #marketingdigital #empleabilidad, #ciber, #datascience ¡No te los pierdas e inscríbete! ⬇️ https://t.co/bSsTjrDH8l https://t.co/4b1jxJmMLO",0,0,0
103,2022-02-19 15:18:18+00:00,soyelsimo,Yo he caído en el bootcamp de Data science de @TheBridge_Tech en madrid. Si valor agregado consiste en presionarte para que aprendas por tu cuenta. Si no aprendes es tú culpa porque su método es muy sólido. Aunque se queje el 50% de la clase. https://t.co/g892EydfYy,0,1,0
104,2022-02-18 10:57:48+00:00,IndraCompany,¿Aún no has solicitado tu beca para el #bootcamp de Desarrollo Web Full-stack en @TheBridge_Tech? Si tienes #discapacidad y una formación universitaria #STEM puedes recibir una de las 10 becas de @IndraCompany y @FUniversia 📲¡Inscríbete ya! https://t.co/wYjp06QE9c https://t.co/bLDY1DVOKa,8,5,0
105,2022-02-15 17:32:04+00:00,Women4Cyber_SP,Presentando nuestra 2ª edición del Programa de Mentoring de forma presencial en @TheBridge_Tech. Encantadas con la asistencia y el apoyo de nuestros mentores y mentees 🙂🙂 Muchas gracias!! #womenincyber #W4C https://t.co/JcPYHB5Aze,8,1,0
106,2022-02-13 19:38:48+00:00,AIBot_CdH,@peritecno @jcgalindo_ @Women4Cyber_SP @TheBridge_Tech @bbva @sanitas @unicc_ict @EduvigisOrtiz @tima_soni Qué pena no poder asistir de manera presencial y poder conocer al resto de mentores y mentees,2,0,0
107,2022-02-12 17:51:40+00:00,soyuxpuntocom,@uxbs_podcast El bootcamp de @TheBridge_Tech,4,1,0
108,2022-02-11 10:38:26+00:00,TheBridge_Tech,"Hoy se celebra VLC Tech Women con motivo del #DiaDeLaMujeryLaNiñaEnLaCiencia, un evento en el que se hablará de inteligencia artificial, datos y el futuro de la mujer en la tecnología @AcmUpv @AcmWUpv https://t.co/OhDBKHnsQQ ¡Promete ser muy interesante!👩‍💻",0,1,0
109,2022-02-10 15:50:18+00:00,TheBridge_Tech,"Sevilla está llena de talentos digitales por descubrir ¿te animas a conocer las profesiones del futuro?🧑‍💻Ven al taller y conoce de la mano de @pagepersonnel los perfiles más demandados ¡Saca tus entradas!👉 2 de marzo, 19h. https://t.co/5UMpplARdX",1,1,1
110,2022-02-08 10:42:03+00:00,TheFringeLABS,¡Feliz martes porque podemos anunciar que los Proptech Thursdays aterrizan en Madrid el 3 de marzo! 🎉Hemos creado estos eventos mensuales con la colaboración de @apicatalunya  y @TheBridge_Tech  y podéis reservar vuestras entradas en este enlace: https://t.co/cHFFfDUA9Z,2,0,1
111,2022-02-08 09:00:22+00:00,FUniversia,"Aún puedes solicitar una de las becas que otorgamos junto a @IndraCompany para la realización de un #bootcamp de Desarrollo Web Full-stack en @TheBridge_Tech 💻

Son 10 #becas dirigidas a personas con #discapacidad con formaciones #STEM 📲 https://t.co/ubL3GyycUt https://t.co/KAzkvXPFkY",3,0,0
112,2022-02-06 21:01:55+00:00,antoniolopezg,"Muchas ganas de hablar este martes con alumnos de @TheBridge_Tech acerca de como hacemos #DataScience #MachineLearning en Decathlon
https://t.co/asAw5W6uht https://t.co/4HOtEnbx7P",1,0,0
113,2022-02-03 14:49:57+00:00,zoomtecnochile,Automatización y el Covid-19 en el horizonte del nuevo trabajador https://t.co/aA3d4D199h #TalentoProfesional #TheBridge #Automatizacion @thebridge_tech,1,0,0
114,2022-02-03 10:18:12+00:00,TheBridge_Tech,"¡Nos visita @DecathlonES ! Si te interesa la ciencia de datos y cómo se aplica a proyectos reales ¡Apúntate al evento! 👇 El 8 de febrero a las 17.30h 😉
#datascience #bestpractice #freeevent
https://t.co/pXyFXll3fa",3,1,0
115,2022-02-02 09:47:00+00:00,TheBridge_Tech,"Cada vez se habla más de las ""soft skills"" y de lo importante que son para aplicar a posiciones tecnológicas ¡Descubre cuáles son en nuestro evento ""Soft Skills en tiempos de robots""! Saca tu entrada 👇
https://t.co/PfcDscwDtP",0,0,0
116,2022-02-01 16:40:00+00:00,camaradesevilla,"🔥 ¡Impulsa tu carrera profesional con los nuevos #BootCamps de la @encamarasevilla!

✅Participa en el #OpenDay de los Bootcamps🚀 de Data Science y Desarrollo Web Full Stack con @TheBridge_Tech.

Más información en ⤵

https://t.co/CspTlfsJR8 https://t.co/ModB2H17pc",2,2,0
117,2022-01-31 15:08:09+00:00,IndraCompany,"Aún puedes solicitar una de las becas que otorgamos junto a @FUniversia para la realización de un #bootcamp de Desarrollo Web Full-stack en @TheBridge_Tech 💻
Son 10 #becas dirigidas a personas con #discapacidad con formaciones #STEM 📲 https://t.co/wYjp06QE9c https://t.co/OYCENTaRMr",6,2,0
118,2022-01-27 08:33:56+00:00,pumuckey,"@kenia913 @_JorgeSLL_ @ChemaCorbacho @InesSainzOf @CHANCE_es @TheBridge_Tech No es así. Hay una carrera universitaria llamada Ciencia de Datos y también postgrados, pero lo que ha hecho ella es un curso de 15 semanas que no require tener estudios previos, el único requisito haber cumplido 18 años… 15 semanas de curso y se autodefine como “Científica” 🤦🏻‍♀️",0,0,0
119,2022-01-26 18:00:00+00:00,SoyValor,"👏 @FUniversia, @IndraCompany y @TheBridge_Tech ponen en marcha programa de formación tecnológica gratuita para personas con discapacidad.

Lee más aquí 👉 https://t.co/8S1QiTK66I https://t.co/I2gFpUMUnG",1,0,0
120,2022-01-25 12:04:30+00:00,AssociacioACEC,"📰@UniversiaES, @IndraCompany i @TheBridge_Tech signen un acord per a engegar un programa de #beques dirigit a persones amb discapacitat que compten amb estudis #STEM, als quals donaran accés a un bootcamp d'aprenentatge en Desenvolupament Web Full-stack

https://t.co/dd3G8smkNU https://t.co/kwtYcCiyBV",1,0,0
121,2022-01-24 11:54:42+00:00,TheBridge_Tech,"¡Open Day Sevilla! Asiste al evento y conoce más sobre los bootcamps de #DataScience y #DesarrolloWebFullStack en nuestra nueva sede en la @ENCamaraSevilla @camaradesevilla ¿Estás pensando en acelerar tu carrera digital?

👩‍💻Saca ya tus entradas🚀https://t.co/j6mTRz4NDB",3,3,0
122,2022-01-22 10:16:00+00:00,TheBridge_Tech,"¡Inside The Bridge! ¡Emoción a flor de piel! Así reacciona Miriam Sánchez, la profe de UX/UI a los #proyectosfinales de los alumnos ¡Se puede decir que ya son UX/UI Designers! 😆

#uxui #bootcamp #clases #motivacion #palabrasraras https://t.co/bU5ZaGcTPV",1,1,0
123,2022-01-21 11:00:02+00:00,FUniversia,"Junto con @IndraCompany lanzamos 10 becas destinadas a la realización de un #bootcamp de Desarrollo Web Full-stack en @TheBridge_Tech 💻
Estas becas están dirigidas a personas con #discapacidad que cuenten con formaciones #STEM 
📅Hasta el 28/02
📲 https://t.co/ubL3GyxF4V https://t.co/UP09YF3eb9",8,0,0
124,2022-01-21 10:22:41+00:00,IndraCompany,"Junto a @FUniversia otorgamos 10 becas destinadas a la realización de un #bootcamp de Desarrollo Web Full-stack en @TheBridge_Tech 
💻 Estas becas están dirigidas a personas con #discapacidad con formaciones #STEM  
📅Hasta el 28/02 https://t.co/wYjp06QE9c https://t.co/qb8rHZOxtG https://t.co/uIIWUf5IZH",5,0,0
125,2022-01-21 09:47:17+00:00,diegodl,Hoy tenemos reto de tripulaciones @TheBridge_Tech Un día muy especial para todos! Enhorabuena a todos los alumnos que se gradúan hoy. https://t.co/f0nCFK8asz,1,0,0
126,2022-01-20 10:54:42+00:00,TheBridge_Tech,"Nuevo evento🤩""La Inteligencia Artificial y la Ley: lo que hay y lo que viene"" a cargo de @rayadvd

📆25 de enero en @TheBridge_Tech

¡Saca ya tus entradas!🎟️https://t.co/EG7QBigIgJ

#ResponsibleAI #AILaw #Compliance @nodosenlared 
@josepcurto",3,1,0
127,2022-01-19 16:20:41+00:00,TheBridge_Tech,"El claustro de #DataScience de @TheBridge_Tech ha creado este ""escalofriante"" vídeo haciendo uso de Inteligencia Artificial con motivo del tema del #DesafíodeTripulaciones sobre la protección de las marcas ¡Alumnos y famosos se mezclan en este ejercicio de #deepface! #IA 🤯 https://t.co/3Eg8WYfV2p",1,2,0
128,2022-01-19 09:45:15+00:00,TheBridge_Tech,"La directora de #ciberseguridad de @siemens @NataliaOropezaG  aboga por una sólida estrategia de ciberseguridad de manera proactiva, y no reaccionar ""tras haber tenido un ataque o una auditoría interna, instalando algunas medidas aquí y allí""⚔️ #Checkitout
https://t.co/3ZXCwOU8pT",0,0,0
129,2022-01-18 16:02:13+00:00,TheBridge_Tech,"Del periodismo al marketing digital 🤸 esta es la historia de Blanca Gómez y su experiencia cursando el #bootcamp de #DigitalMarketingOps en @TheBridge_Tech ¡Dale al ▶! 

#digitaltalent #aceleratucarrera https://t.co/sU5Ogt3xGn",0,0,0
130,2022-01-12 19:03:03+00:00,nodosenlared,"Ciclo de Conferencias sobre Inteligencia Artificial Responsable curso 21-22:
""La Inteligencia Artificial y la Ley: lo que hay y lo que viene"" a cargo de @rayadvd 
El 25 de enero, en @TheBridge_Tech info: https://t.co/Zyvxg8uLb0 #ResponsibleAI #AILaw #Compliance | Cc @josepcurto https://t.co/ZqomfcYZ8j",6,1,0
131,2022-01-09 17:23:02+00:00,ing_titiritero,Me encantaría saber que les enseñan sobre estadística en el super curso de data science de @TheBridge_Tech,0,0,0
132,2022-01-08 12:10:46+00:00,cmarchena,"@cbusquets Hola, @TheBridge_Tech te da la opción de pagar una vez consigues trabajo. @uxerschool también te da opciones de pago. En mi opinión son los dos top de Madrid",4,0,0
133,2022-01-05 08:00:01+00:00,pymesmagazine,"¿Quieres formarte en una de las profesiones que más futuro tienen en la actualidad?
Acuerdo entre @camaradesevilla y @TheBridge_Tech 
https://t.co/RyKjNHm0AE
#pymes #autonómos #emprendedores #Sevilla
#Actualidad #Noticias #NoticiasHoy",3,0,0
